cabang,nobukti,det_id,produk_id,produk_kode_api,produk_nama_api,produk_kode_db,produk_nama_db,afkir,qty_beli,qty_diterima,subtotal_rp,subtotal_net_rp,status,catatan
1,SB/PL/2605-0002,7567,9916,NP241,MATEX READY MIX 1KG,NP241,MATEX READY MIX 1KG,,12.0,12.0,456864.0,456864.0,OK,
1,SB/PL/2605-0003,7568,4157,NP114,PLATONE 8000 0.9L,NP114,PLATONE 8000 0.9L,,48.0,48.0,2985600.0,2985600.0,OK,
1,SB/PL/2605-0004,7569,4157,NP114,PLATONE 8000 0.9L,NP114,PLATONE 8000 0.9L,,60.0,60.0,3732000.0,3732000.0,OK,
1,SB/PL/2605-0005,7570,357,NP031,NIPPON TIMBERTONE 1L,NP031,NIPPON TIMBERTONE 1L,,84.0,84.0,6533940.0,6533940.0,OK,
1,SB/PL/2605-0006,7571,5197,NP102,MATEX READY MIX 4.5L,NP102,MATEX READY MIX 4.5L,,32.0,32.0,3811392.0,3811392.0,OK,
1,SB/PL/2605-0007,7572,6875,NP144,LEM PUTIH PVAC NIPPON,NP144,LEM PUTIH PVAC NIPPON,,240.0,240.0,3587520.0,3587520.0,OK,
1,SB/PL/2605-0008,7677,283,AV030,AVITEX 1KG,AV030,AVITEX 1KG,,24.0,24.0,1120800.0,1036740.0,OK,
1,SB/PL/2605-0009,7678,283,AV030,AVITEX 1KG,AV030,AVITEX 1KG,,22.0,22.0,1027400.0,950345.0,OK,
1,SB/PL/2605-0010,7679,11590,AV158,DEXTONE SILICONE RED 30GR,AV158,DEXTONE SILICONE RED 30GR,,60.0,60.0,578400.0,535020.0,OK,
1,SB/PL/2605-0010,7680,11682,AV264,DEXTONE SILICON SEALANT TUBE 70GR,AV264,DEXTONE SILICON SEALANT TUBE 70GR,,60.0,60.0,1155600.0,1068930.0,OK,
1,SB/PL/2605-0011,8608,11692,CB458,LAKBAN YOI MASKING TAPE UK 24MMX20Y,CB458,LAKBAN YOI MASKING TAPE UK 24MMX20Y,,72.0,72.0,478080.0,442224.0,OK,
1,SB/PL/2605-0012,8621,8748,AV160,AVIAN CLING 0.86L,AV160,AVIAN CLING 0.86L,,96.0,96.0,7219200.0,6677760.0,OK,
1,SB/PL/2605-0012,8622,8757,AV156,ARIES GOLD 1L,AV156,ARIES GOLD 1L,,48.0,48.0,1632000.0,1509600.0,OK,
1,SB/PL/2605-0012,8623,277,AV007,ARIES GOLD BASE A 4.5L,AV007,ARIES GOLD BASE A 4.5L,,12.0,12.0,1190400.0,1041600.0,OK,
1,SB/PL/2605-0012,8624,278,AV008,ARIES GOLD BASE B 4.5L,AV008,ARIES GOLD BASE B 4.5L,,12.0,12.0,1148400.0,1004850.0,OK,
1,SB/PL/2605-0012,8625,275,AV005,ARIES GOLD 4.5L,AV005,ARIES GOLD 4.5L,,40.0,40.0,4188000.0,3873900.0,OK,
1,SB/PL/2605-0012,8626,276,AV006,ARIES GOLD 18L,AV006,ARIES GOLD 18L,,15.0,15.0,6060000.0,5605500.0,OK,
1,SB/PL/2605-0012,8627,4195,AV131,LEM AVIAN NON SAG 400G,AV131,LEM AVIAN NON SAG 400G,,15.0,15.0,1327500.0,1227937.5,OK,
1,SB/PL/2605-0012,8628,299,AV046,NO DROP BASE B 4L,AV046,NO DROP BASE B 4L,,16.0,16.0,4499200.0,3936800.0,OK,
1,SB/PL/2605-0012,8629,2913,AV014,VIP 1L,AV014,VIP 1L,,24.0,24.0,2102400.0,1944720.0,OK,
1,SB/PL/2605-0012,8630,2912,AV013,VIP 250G,AV013,VIP 250G,,48.0,48.0,1632000.0,1509600.0,OK,
1,SB/PL/2605-0013,8631,284,AV031,AVITEX 5KG,AV031,AVITEX 5KG,,208.0,208.0,36337600.0,33612280.0,OK,
1,SB/PL/2605-0013,8632,286,AV033,AVITEX BASE A 5KG,AV033,AVITEX BASE A 5KG,,48.0,48.0,7992000.0,6993000.0,OK,
1,SB/PL/2605-0013,8633,285,AV032,AVITEX 25KG,AV032,AVITEX 25KG,,15.0,15.0,12352500.0,11426062.5,OK,
1,SB/PL/2605-0013,8634,2668,AV053,LEM EPOXY AVIAN 1L,AV053,LEM EPOXY AVIAN 1L,,24.0,24.0,7939200.0,7343760.0,OK,
1,SB/PL/2605-0013,8635,2669,AV054,LEM EPOXY AVIAN 170GR,AV054,LEM EPOXY AVIAN 170GR,,30.0,30.0,2388000.0,2208900.0,OK,
1,SB/PL/2605-0013,8636,257,AV004,"AVIAN 0,9L",AV004,"AVIAN 0,9L",,119.0,119.0,11150300.0,10314027.5,OK,
1,SB/PL/2605-0013,8637,327,AV068,AVIAN 0.45L,AV068,AVIAN 0.45L,,36.0,36.0,1926000.0,1781550.0,OK,
1,SB/PL/2605-0013,8638,356,AV202,LEM BESI DEXTONE EPOXY,AV202,LEM BESI DEXTONE EPOXY,,192.0,192.0,3223680.0,2981904.0,OK,
1,SB/PL/2605-0013,8639,2935,AV015,AVIAN 0.9L BASE A,AV015,AVIAN 0.9L BASE A,,47.0,47.0,4173600.0,3651900.0,OK,
1,SB/PL/2605-0013,8640,2936,AV016,AVIAN 0.9L BASE B,AV016,AVIAN 0.9L BASE B,,24.0,24.0,2049600.0,1793400.0,OK,
1,SB/PB/2601-0022,8775,325,AV066,PLITUR BOYO 1L,AV066,PLITUR BOYO 1L,,15.0,15.0,1312500.0,1214062.5,OK,
1,SB/PB/2601-0023,8776,325,AV066,PLITUR BOYO 1L,AV066,PLITUR BOYO 1L,,48.0,48.0,4200000.0,3885000.0,OK,
1,SB/PB/2601-0024,8777,9040,AV168,BOYO WOOD STAIN 2 IN 1,AV168,BOYO WOOD STAIN 2 IN 1,,120.0,120.0,10008000.0,9257400.0,OK,
1,SB/PB/2601-0024,8778,3006,AV029,PLITUR BOYO 0.5L,AV029,PLITUR BOYO 0.5L,,96.0,96.0,4723200.0,4368960.0,OK,
1,SB/PB/2601-0024,8779,3006,AV029,PLITUR BOYO 0.5L,AV029,PLITUR BOYO 0.5L,,24.0,24.0,1046400.0,967920.0,OK,
1,SB/PB/2601-0025,8780,284,AV031,AVITEX 5KG,AV031,AVITEX 5KG,,36.0,36.0,5896800.0,5454540.0,OK,
1,SB/PB/2601-0025,8781,316,AV063,AVITEX GENTENG 5KG,AV063,AVITEX GENTENG 5KG,,18.0,18.0,4017600.0,3716280.0,OK,
1,SB/PB/2601-0025,8782,325,AV066,PLITUR BOYO 1L,AV066,PLITUR BOYO 1L,,36.0,36.0,3150000.0,2913750.0,OK,
1,SB/PB/2601-0025,8783,325,AV066,PLITUR BOYO 1L,AV066,PLITUR BOYO 1L,,24.0,24.0,1840800.0,1702740.0,OK,
1,SB/PB/2601-0027,8784,9040,AV168,BOYO WOOD STAIN 2 IN 1,AV168,BOYO WOOD STAIN 2 IN 1,,48.0,48.0,4003200.0,3702960.0,OK,
1,SB/PB/2601-0028,8785,275,AV005,ARIES GOLD 4.5L,AV005,ARIES GOLD 4.5L,,20.0,20.0,1844000.0,1705700.0,OK,
1,SB/PB/2601-0028,8786,4195,AV131,LEM AVIAN NON SAG 400G,AV131,LEM AVIAN NON SAG 400G,,30.0,30.0,2289000.0,2117325.0,OK,
1,SB/PB/2601-0028,8787,336,AV097,PILOX SUZUKA 300CC,AV097,PILOX SUZUKA 300CC,,54.0,54.0,1701000.0,1573425.0,OK,
1,SB/PB/2601-0029,8788,10762,AV223,AVIAN CAT LAPANGAN BASE A 25L,AV223,AVIAN CAT LAPANGAN BASE A 25L,,3.0,3.0,3834000.0,2717155.8,OK,
1,SB/PB/2601-0029,8789,10237,AV117,AVIAN CAT LAPANGAN BASE C 25KG,AV117,AVIAN CAT LAPANGAN BASE C 25KG,,3.0,3.0,3536400.0,2506246.68,OK,
1,SB/PB/2601-0030,8790,285,AV032,AVITEX 25KG,AV032,AVITEX 25KG,,1.0,1.0,772200.0,714285.0,OK,
1,SB/PB/2601-0035,8791,4265,NP034,NIPPON SPOT LESS PASTEL BASE 18.8L,NP034,NIPPON SPOT LESS PASTEL BASE 18.8L,,5.0,5.0,7388335.0,7388335.0,OK,
1,SB/PB/2601-0036,8792,6875,NP144,LEM PUTIH PVAC NIPPON,NP144,LEM PUTIH PVAC NIPPON,,1081.0,1081.0,13248736.0,13248736.0,OK,
1,SB/PB/2601-0037,8793,4208,NP015,NIPSEA SB EPOXY FILLER BASE,NP015,NIPSEA SB EPOXY FILLER BASE,,120.0,120.0,11434560.0,11434560.0,OK,
1,SB/PB/2601-0062,8794,7748,AC008,GALANT MTO 120,AC008,GALANT MTO 120,,6.0,6.0,7627200.0,4461912.0,OK,
1,SB/PB/2601-0062,8795,10574,AC049,VINO MT 120 BEECH,AC049,VINO MT 120 BEECH,,3.0,3.0,2597100.0,1519303.5,OK,
1,SB/PB/2601-0063,8796,10223,AC046,KOFI MR90 TAUP-WHGL,AC046,KOFI MR90 TAUP-WHGL,,2.0,2.0,3638200.0,2128347.0,OK,
1,SB/PB/2601-0117,8797,10918,OP298,LEMARI PAKAIAN PANEL OLYMPIC SILVER LL2P AXENA,OP298,LEMARI PAKAIAN PANEL OLYMPIC SILVER LL2P AXENA,,2.0,2.0,2600000.0,2600000.0,OK,
1,SB/PB/2601-0117,8798,9384,OP133,MEJA BELAJAR KARAKTER G STAR MBB,OP133,MEJA BELAJAR KARAKTER G STAR MBB,,12.0,12.0,6600000.0,6600000.0,OK,
1,SB/PB/2601-0118,8799,11488,OP343,LEMARI PAKAIAN BESI  OLYMSTEEL OSW AB 4P,OP343,LEMARI PAKAIAN BESI  OLYMSTEEL OSW AB 4P,,2.0,2.0,8100000.0,8100000.0,OK,
1,SB/PB/2601-0118,8800,11489,OP344,LEMARI PAKAIAN BESI OLYMSTEEL OSW MR 2P3L,OP344,LEMARI PAKAIAN BESI OLYMSTEEL OSW MR 2P3L,,2.0,2.0,5400000.0,5400000.0,OK,
1,SB/PB/2601-0118,8801,11490,OP345,LEMARI PAKAIAN BESI OLYMPSTEEL OSWS AB 2P,OP345,LEMARI PAKAIAN BESI OLYMPSTEEL OSWS AB 2P,,2.0,2.0,8000000.0,8000000.0,OK,
1,SB/PB/2601-0119,8802,11210,OP326,LEMARI ARSIP BESI FRONTLINE FC A 18,OP326,LEMARI ARSIP BESI FRONTLINE FC A 18,,2.0,2.0,3500000.0,3500000.0,OK,
1,SB/PB/2601-0120,8803,11478,OP333,MEJA TULIS OLYMPIC SILVER ST RUBIK CREAM WHITE,OP333,MEJA TULIS OLYMPIC SILVER ST RUBIK CREAM WHITE,,2.0,2.0,500000.0,500000.0,OK,
1,SB/PB/2601-0120,8804,11508,OP356,LEMARI HIAS OLYMPIC SILVER WU ALFA,OP356,LEMARI HIAS OLYMPIC SILVER WU ALFA,,1.0,1.0,1150000.0,1150000.0,OK,
1,SB/PB/2601-0120,8805,11509,OP357,LEMARI HIAS OLYMPIC SILVER WU OMEGA,OP357,LEMARI HIAS OLYMPIC SILVER WU OMEGA,,1.0,1.0,1450000.0,1450000.0,OK,
1,SB/PB/2601-0120,8806,11510,OP358,LEMARI PAJANGAN OLYMPIC SILVER DC GOLIATH,OP358,LEMARI PAJANGAN OLYMPIC SILVER DC GOLIATH,,1.0,1.0,620000.0,620000.0,OK,
1,SB/PB/2601-0124,8807,10889,OP292,RAK SERBAGUNA OLYMPIC REGULAR RH PINUMA,OP292,RAK SERBAGUNA OLYMPIC REGULAR RH PINUMA,,2.0,2.0,1200000.0,1200000.0,OK,
1,SB/PB/2601-0125,8808,11485,OP340,KURSI DIREKTUR FRONTLINE EC 29 HITAM,OP340,KURSI DIREKTUR FRONTLINE EC 29 HITAM,,2.0,2.0,3400000.0,3400000.0,OK,
1,SB/PB/2601-0125,8809,11493,OP348,MEJA PANEL FRONTLINE FT DASTAN 160 CERRY HITAM,OP348,MEJA PANEL FRONTLINE FT DASTAN 160 CERRY HITAM,,2.0,2.0,1380000.0,1380000.0,OK,
1,SB/PB/2601-0126,8810,11497,OP351,MEJA TAMU OLYMPIC CT SIMPSON/STARLA,OP351,MEJA TAMU OLYMPIC CT SIMPSON/STARLA,,4.0,4.0,1400000.0,1400000.0,OK,
1,SB/PB/2601-0096,8811,325,AV066,PLITUR BOYO 1L,AV066,PLITUR BOYO 1L,,7.0,7.0,536900.0,496632.5,OK,
1,SB/PB/2601-0096,8812,325,AV066,PLITUR BOYO 1L,AV066,PLITUR BOYO 1L,,24.0,24.0,2100000.0,1942500.0,OK,
1,SB/PB/2601-0097,8813,325,AV066,PLITUR BOYO 1L,AV066,PLITUR BOYO 1L,,12.0,12.0,1050000.0,971250.0,OK,
1,SB/PB/2601-0098,8814,257,AV004,"AVIAN 0,9L",AV004,"AVIAN 0,9L",,24.0,24.0,2059200.0,1904760.0,OK,
1,SB/PB/2601-0105-01,8815,6529,SM007,SEMEN TONASA,SM007,SEMEN TONASA,,440.0,440.0,20460000.0,20460000.0,OK,
1,SB/PB/2601-0198,8816,8195,OP067,SPRINGBED SILVER HESTIA 180X200,OP067,SPRINGBED SILVER HESTIA 180X200,,1.0,1.0,1989000.0,1989000.0,OK,
1,SB/PB/2601-0206,8817,8803,OP117,BED SET REFRESH ACADIA 160X200,OP117,BED SET REFRESH ACADIA 160X200,,1.0,1.0,4500000.0,4500000.0,OK,
1,SB/PB/2601-0208,8818,9596,OP134,LEMARI PAKAIAN BESI OLYMSTEEL OSW 4P TG,OP134,LEMARI PAKAIAN BESI OLYMSTEEL OSW 4P TG,,4.0,4.0,10400000.0,10400000.0,OK,
1,SB/PB/2601-0129,8819,283,AV030,AVITEX 1KG,AV030,AVITEX 1KG,,24.0,24.0,1051200.0,972360.0,OK,
1,SB/PB/2601-0129,8820,284,AV031,AVITEX 5KG,AV031,AVITEX 5KG,,40.0,40.0,6552000.0,6060600.0,OK,
1,SB/PB/2601-0129,8821,2668,AV053,LEM EPOXY AVIAN 1L,AV053,LEM EPOXY AVIAN 1L,,12.0,12.0,3420000.0,3163500.0,OK,
1,SB/PB/2601-0129,8822,257,AV004,"AVIAN 0,9L",AV004,"AVIAN 0,9L",,24.0,24.0,2059200.0,1904760.0,OK,
1,SB/PB/2601-0129,8823,327,AV068,AVIAN 0.45L,AV068,AVIAN 0.45L,,96.0,96.0,4694400.0,4342320.0,OK,
1,SB/PB/2601-0130,8824,275,AV005,ARIES GOLD 4.5L,AV005,ARIES GOLD 4.5L,,60.0,60.0,5532000.0,5117100.0,OK,
1,SB/PB/2601-0130,8825,277,AV007,ARIES GOLD BASE A 4.5L,AV007,ARIES GOLD BASE A 4.5L,,16.0,16.0,1497600.0,1310400.0,OK,
1,SB/PB/2601-0130,8826,295,AV042,NO DROP 1L,AV042,NO DROP 1L,,12.0,12.0,876000.0,810300.0,OK,
1,SB/PB/2601-0130,8827,304,AV051,NO DROP BASE C 1L,AV051,NO DROP BASE C 1L,,24.0,24.0,1634400.0,1430100.0,OK,
1,SB/PB/2601-0130,8828,4519,AV061,SUZUKA 200CC METALIC,AV061,SUZUKA 200CC METALIC,,24.0,24.0,844800.0,781440.0,OK,
1,SB/PB/2601-0130,8829,336,AV097,PILOX SUZUKA 300CC,AV097,PILOX SUZUKA 300CC,,120.0,120.0,3780000.0,3496500.0,OK,
1,SB/PB/2601-0205,8830,11487,OP342,KURSI STAFF FRONTLINE OC 04 HITAM,OP342,KURSI STAFF FRONTLINE OC 04 HITAM,,2.0,2.0,1250000.0,1250000.0,OK,
1,SB/PB/2601-0205,8831,11482,OP337,LACI ARSIP BESI FRONTLINE FC D3A,OP337,LACI ARSIP BESI FRONTLINE FC D3A,,1.0,1.0,1350000.0,1350000.0,OK,
1,SB/PB/2601-0204-01,8832,11481,OP336,CREDENZA OLYMPIC SILVER CSD FUERTE,OP336,CREDENZA OLYMPIC SILVER CSD FUERTE,,1.0,1.0,790000.0,790000.0,OK,
1,SB/PB/2601-0204-01,8833,11554,OP373,TAK TV OLYMPIC SILVER AVR NAVARO CREAM,OP373,TAK TV OLYMPIC SILVER AVR NAVARO CREAM,,1.0,1.0,965000.0,965000.0,OK,
1,SB/PB/2601-0164,8834,327,AV068,AVIAN 0.45L,AV068,AVIAN 0.45L,,6.0,6.0,293400.0,271395.0,OK,
1,SB/PB/2601-0165,8835,325,AV066,PLITUR BOYO 1L,AV066,PLITUR BOYO 1L,,17.0,17.0,1303900.0,1206107.5,OK,
1,SB/PB/2601-0199,8836,8803,OP117,BED SET REFRESH ACADIA 160X200,OP117,BED SET REFRESH ACADIA 160X200,,1.0,1.0,4500000.0,4500000.0,OK,
1,SB/PB/2601-0186,8837,336,AV097,PILOX SUZUKA 300CC,AV097,PILOX SUZUKA 300CC,,18.0,18.0,567000.0,524475.0,OK,
1,SB/PB/2601-0187,8838,325,AV066,PLITUR BOYO 1L,AV066,PLITUR BOYO 1L,,9.0,9.0,787500.0,728437.5,OK,
1,SB/PB/2601-0188,8839,325,AV066,PLITUR BOYO 1L,AV066,PLITUR BOYO 1L,,180.0,180.0,15750000.0,14568750.0,OK,
1,SB/PB/2601-0191,8840,284,AV031,AVITEX 5KG,AV031,AVITEX 5KG,,4.0,4.0,655200.0,606060.0,OK,
1,SB/PB/2601-0191,8841,257,AV004,"AVIAN 0,9L",AV004,"AVIAN 0,9L",,24.0,24.0,2059200.0,1904760.0,OK,
1,SB/PB/2601-0191,8842,325,AV066,PLITUR BOYO 1L,AV066,PLITUR BOYO 1L,,24.0,24.0,2100000.0,1942500.0,OK,
1,SB/PB/2601-0192,8843,257,AV004,"AVIAN 0,9L",AV004,"AVIAN 0,9L",,72.0,72.0,6177600.0,5714280.0,OK,
1,SB/PB/2601-0192,8844,327,AV068,AVIAN 0.45L,AV068,AVIAN 0.45L,,36.0,36.0,1760400.0,1628370.0,OK,
1,SB/PB/2601-0207,8845,8803,OP117,BED SET REFRESH ACADIA 160X200,OP117,BED SET REFRESH ACADIA 160X200,,1.0,1.0,4500000.0,4500000.0,OK,
1,SB/PB/2602-0010,9985,9043,NP236,METALIC PAINT WATER BASE REAL GOLD 300ML,NP236,METALIC PAINT WATER BASE REAL GOLD 300ML,,72.0,72.0,4371840.0,4371840.0,OK,
1,SB/PB/2602-0011,9986,10969,NP282,BODELAC 1KG,NP282,BODELAC 1KG,,36.0,36.0,2497248.0,2497248.0,OK,
1,SB/PB/2602-0012,9987,10973,NP284,"PLATONE 8000 3,75L READY MIX",NP284,"PLATONE 8000 3,75L READY MIX",,16.0,16.0,3824624.0,3824624.0,OK,
1,SB/PB/2602-0013,9988,7858,NP197,WEATHERBOND MAX 1001 BRILLIANT WHITE 2.5L,NP197,WEATHERBOND MAX 1001 BRILLIANT WHITE 2.5L,,8.0,8.0,2490392.0,2490392.0,OK,
1,SB/PB/2602-0014,9989,4157,NP114,PLATONE 8000 0.9L,NP114,PLATONE 8000 0.9L,,24.0,24.0,1492776.0,1492776.0,OK,
1,SB/PB/2602-0015,9990,271,NP110,NIPPON WOOD FILLER 1KG,NP110,NIPPON WOOD FILLER 1KG,,18.0,18.0,661482.0,661482.0,OK,
1,SB/PB/2602-0015,9991,4208,NP015,NIPSEA SB EPOXY FILLER BASE,NP015,NIPSEA SB EPOXY FILLER BASE,,12.0,12.0,1143456.0,1143456.0,OK,
1,SB/PB/2602-0018,9992,4919,NP089,VINILEX WHITE 5 LITER,NP089,VINILEX WHITE 5 LITER,,4.0,4.0,624464.0,624464.0,OK,
1,SB/PB/2602-0020,9993,4127,NP026,PLATONE 8000 ACCENT BASE 2.25L,NP026,PLATONE 8000 ACCENT BASE 2.25L,,16.0,16.0,2178624.0,2178624.0,OK,
1,SB/PB/2602-0036,9994,6848,AV132,NUT KERAMIK GIANT MORTAR,AV132,NUT KERAMIK GIANT MORTAR,,48.0,48.0,571200.0,475524.0,OK,
1,SB/PB/2602-0179,9995,11752,BS111,BESI KOTAK 4X4 HITAM 2.3MM,BS111,BESI KOTAK 4X4 HITAM 2.3MM,,241.0,241.0,56876000.0,56876000.0,OK,
1,SB/PB/2602-0056,9996,275,AV005,ARIES GOLD 4.5L,AV005,ARIES GOLD 4.5L,,28.0,28.0,2581600.0,2387980.0,OK,
1,SB/PB/2602-0058,9997,6848,AV132,NUT KERAMIK GIANT MORTAR,AV132,NUT KERAMIK GIANT MORTAR,,48.0,48.0,571200.0,475524.0,OK,
1,SB/PB/2602-0061,9998,284,AV031,AVITEX 5KG,AV031,AVITEX 5KG,,80.0,80.0,13104000.0,12121200.0,OK,
1,SB/PB/2602-0061,9999,286,AV033,AVITEX BASE A 5KG,AV033,AVITEX BASE A 5KG,,20.0,20.0,3264000.0,2856000.0,OK,
1,SB/PB/2602-0061,10000,287,AV034,AVITEX BASE B 5KG,AV034,AVITEX BASE B 5KG,,20.0,20.0,3138000.0,2745750.0,OK,
1,SB/PB/2602-0061,10001,288,AV035,AVITEX BASE C 5KG,AV035,AVITEX BASE C 5KG,,20.0,20.0,3018000.0,2640750.0,OK,
1,SB/PB/2602-0061,10002,289,AV036,AVITEX BASE A 25KG,AV036,AVITEX BASE A 25KG,,3.0,3.0,2308800.0,2020200.0,OK,
1,SB/PB/2602-0062,10003,286,AV033,AVITEX BASE A 5KG,AV033,AVITEX BASE A 5KG,,20.0,20.0,3264000.0,2856000.0,OK,
1,SB/PB/2602-0062,10004,287,AV034,AVITEX BASE B 5KG,AV034,AVITEX BASE B 5KG,,20.0,20.0,3138000.0,2745750.0,OK,
1,SB/PB/2602-0062,10005,288,AV035,AVITEX BASE C 5KG,AV035,AVITEX BASE C 5KG,,20.0,20.0,3018000.0,2640750.0,OK,
1,SB/PB/2602-0063,10006,295,AV042,NO DROP 1L,AV042,NO DROP 1L,,12.0,12.0,876000.0,810300.0,OK,
1,SB/PB/2602-0176,10007,275,AV005,ARIES GOLD 4.5L,AV005,ARIES GOLD 4.5L,,20.0,20.0,1844000.0,1705700.0,OK,
1,SB/PB/2602-0177,10008,284,AV031,AVITEX 5KG,AV031,AVITEX 5KG,,16.0,16.0,2620800.0,2424240.0,OK,
1,SB/PB/2602-0146-01,10009,1721,OL034,MINYAK REM JUMBO 300ML,OL034,MINYAK REM JUMBO 300ML,,264.0,264.0,4288944.0,4288944.0,OK,
1,SB/PB/2602-0146-01,10010,1718,OL029,GREASE COBRA,OL029,GREASE COBRA,,192.0,192.0,5339520.0,5339520.0,OK,
1,SB/PB/2602-0146-01,10011,10929,OL072,COBRA KING BEARING GREASE EP-3 500 GRAM,OL072,COBRA KING BEARING GREASE EP-3 500 GRAM,,24.0,24.0,1152480.0,1152480.0,OK,
1,SB/PB/2602-0146-01,10012,10928,OL057,COBRA CALIHYDROUS GREASE EP-3 500 GRAM,OL057,COBRA CALIHYDROUS GREASE EP-3 500 GRAM,,24.0,24.0,763920.0,763920.0,OK,
1,SB/PB/2602-0146-01,10013,10930,OL073,COBRA CHASSIS GREASE GOLD NO 3 500 GRAM,OL073,COBRA CHASSIS GREASE GOLD NO 3 500 GRAM,,24.0,24.0,614160.0,614160.0,OK,
1,SB/PB/2602-0146-01,10014,10972,OL080,COBRA ALPHEX HD BEARING GREASE MR3,OL080,COBRA ALPHEX HD BEARING GREASE MR3,,24.0,24.0,876720.0,876720.0,OK,
1,SB/PB/2602-0146-01,10015,1720,OL033,MINYAK REM JUMBO 1L,OL033,MINYAK REM JUMBO 1L,,6.0,6.0,269622.0,269622.0,OK,
1,SB/PB/2602-0146-01,10016,1721,OL034,MINYAK REM JUMBO 300ML,OL034,MINYAK REM JUMBO 300ML,,48.0,48.0,793008.0,793008.0,OK,
1,SB/PB/2602-0146-01,10017,10972,OL080,COBRA ALPHEX HD BEARING GREASE MR3,OL080,COBRA ALPHEX HD BEARING GREASE MR3,,1.0,1.0,36566.0,36566.0,OK,
1,SB/PB/2602-0090,10018,4157,NP114,PLATONE 8000 0.9L,NP114,PLATONE 8000 0.9L,,12.0,12.0,746388.0,746388.0,OK,
1,SB/PB/2602-0091,10019,5130,NP080,VINILEX CEILING WHITE 001 5KG,NP080,VINILEX CEILING WHITE 001 5KG,,12.0,12.0,1751604.0,1751604.0,OK,
1,SB/PB/2602-0093,10020,4157,NP114,PLATONE 8000 0.9L,NP114,PLATONE 8000 0.9L,,24.0,24.0,1480488.0,1480488.0,OK,
1,SB/PB/2602-0094,10021,4127,NP026,PLATONE 8000 ACCENT BASE 2.25L,NP026,PLATONE 8000 ACCENT BASE 2.25L,,4.0,4.0,544656.0,544656.0,OK,
1,SB/PB/2602-0095,10022,4118,NP091,MATEX PASTEL BASE 4.5KG,NP091,MATEX PASTEL BASE 4.5KG,,28.0,28.0,2931908.0,2931908.0,OK,
1,SB/PB/2602-0096,10023,5996,NP136,KOMILEX GOLD ACCENT BASE 4.5KG,NP136,KOMILEX GOLD ACCENT BASE 4.5KG,,24.0,24.0,1395408.0,1395408.0,OK,
1,SB/PB/2602-0097,10024,5130,NP080,VINILEX CEILING WHITE 001 5KG,NP080,VINILEX CEILING WHITE 001 5KG,,8.0,8.0,1167736.0,1167736.0,OK,
1,SB/PB/2602-0103,10025,8349,NP200,MDF NP KUAS NP888 1 INCH,NP200,MDF NP KUAS NP888 1 INCH,,24.0,24.0,102792.0,102792.0,OK,
1,SB/PB/2602-0103,10026,8350,NP201,MDF NP KUAS NP888 1.5 INCH,NP201,MDF NP KUAS NP888 1.5 INCH,,24.0,24.0,145224.0,145224.0,OK,
1,SB/PB/2602-0103,10027,8351,NP202,MDF NP KUAS NP888 2 INCH,NP202,MDF NP KUAS NP888 2 INCH,,24.0,24.0,192552.0,192552.0,OK,
1,SB/PB/2602-0103,10028,8353,NP204,MDF NP KUAS NP888 3 INCH,NP204,MDF NP KUAS NP888 3 INCH,,24.0,24.0,290496.0,290496.0,OK,
1,SB/PB/2602-0103,10029,8354,NP205,MDF NP KUAS NP888 4 INCH,NP205,MDF NP KUAS NP888 4 INCH,,36.0,36.0,638892.0,638892.0,OK,
1,SB/PB/2602-0103,10030,8356,NP207,MDF NP KUAS NP888 6 INCH,NP207,MDF NP KUAS NP888 6 INCH,,42.0,42.0,1130934.0,1130934.0,OK,
1,SB/PB/2602-0103,10031,9219,NP237,SPORTSKOTE + PASIR 4.5L,NP237,SPORTSKOTE + PASIR 4.5L,,20.0,20.0,4367200.0,4367200.0,OK,
1,SB/PB/2602-0103,10032,4137,NP174,TINTA MAGENTA V,NP174,TINTA MAGENTA V,,12.0,12.0,4443720.0,4443720.0,OK,
1,SB/PB/2602-0103,10033,4119,NP093,MATEX TINT BASE 4.5KG,NP093,MATEX TINT BASE 4.5KG,,24.0,24.0,2414112.0,2414112.0,OK,
1,SB/PB/2602-0103,10034,4121,NP090,MATEX ACCENT BASE 4.5KG,NP090,MATEX ACCENT BASE 4.5KG,,28.0,28.0,2590224.0,2590224.0,OK,
1,SB/PB/2602-0103,10035,4257,NP084,VINILEX TINT BASE 5KG,NP084,VINILEX TINT BASE 5KG,,20.0,20.0,2740000.0,2740000.0,OK,
1,SB/PB/2602-0104,10038,4986,NP143,ROLLER NP 9 INCH 1000-BASIC,NP143,ROLLER NP 9 INCH 1000-BASIC,,15.0,15.0,0.0,0.0,OK,
1,SB/PB/2602-0105,10039,4986,NP143,ROLLER NP 9 INCH 1000-BASIC,NP143,ROLLER NP 9 INCH 1000-BASIC,,24.0,24.0,0.0,0.0,OK,
1,SB/PB/2602-0102-01,10036,5993,NP137,KOMILEX GOLD PASTEL BASE 4.5KG,NP137,KOMILEX GOLD PASTEL BASE 4.5KG,,20.0,20.0,1302000.0,1302000.0,OK,
1,SB/PB/2602-0102-01,10037,5996,NP136,KOMILEX GOLD ACCENT BASE 4.5KG,NP136,KOMILEX GOLD ACCENT BASE 4.5KG,,12.0,12.0,697704.0,697704.0,OK,
