cabang,nobukti,det_id,produk_id,produk_kode_api,produk_nama_api,produk_kode_db,produk_nama_db,afkir,qty_beli,qty_diterima,subtotal_rp,subtotal_net_rp,status,catatan
5,KRT/PB/2601-0317-01,9877,9826,OP174,LEMARI PAKAIAN BEST PLAST BMC MARBLE GOLD 2RC,OP174,LEMARI PAKAIAN BEST PLAST BMC MARBLE GOLD 2RC,,11.0,11.0,5830000.0,5830000.0,OK,
5,KRT/PB/2601-0317-01,9878,9826,OP174,LEMARI PAKAIAN BEST PLAST BMC MARBLE GOLD 2RC,OP174,LEMARI PAKAIAN BEST PLAST BMC MARBLE GOLD 2RC,,22.0,22.0,11660000.0,11660000.0,OK,
5,KRT/PB/2601-0317-01,9879,9826,OP174,LEMARI PAKAIAN BEST PLAST BMC MARBLE GOLD 2RC,OP174,LEMARI PAKAIAN BEST PLAST BMC MARBLE GOLD 2RC,,66.0,66.0,38280000.0,38280000.0,OK,
5,KRT/PB/2601-0317-01,9880,9900,OP188,LEMARI PAKAIAN BEST PLAST BMC 3GC,OP188,LEMARI PAKAIAN BEST PLAST BMC 3GC,,22.0,22.0,19250000.0,19250000.0,OK,
5,KRT/PB/2601-0317-01,9881,9900,OP188,LEMARI PAKAIAN BEST PLAST BMC 3GC,OP188,LEMARI PAKAIAN BEST PLAST BMC 3GC,,10.0,10.0,8750000.0,8750000.0,OK,
5,KRT/PB/2601-0317-01,9882,9900,OP188,LEMARI PAKAIAN BEST PLAST BMC 3GC,OP188,LEMARI PAKAIAN BEST PLAST BMC 3GC,,12.0,12.0,10500000.0,10500000.0,OK,
5,KRT/PB/2601-0144,9883,11513,PRN063,PARALON POWER 1 1/2 AW,PRN063,PARALON POWER 1 1/2 AW,,100.0,100.0,8516800.0,7247796.8,OK,
5,KRT/PB/2601-0155,9884,122,SM001,SEMEN CONCH,SM001,SEMEN CONCH,,51.0,51.0,3570000.0,3570000.0,OK,
5,KRT/PB/2601-0156,9885,9376,FL015,SOFA S.TINGGI ABU KEMBANG,FL015,SOFA S.TINGGI ABU KEMBANG,,1.0,1.0,4100000.0,4100000.0,OK,
5,KRT/PB/2601-0156,9886,10181,FL020,SOFA SUDUT TURKY HITAM+ MJ KAIN,FL020,SOFA SUDUT TURKY HITAM+ MJ KAIN,,1.0,1.0,4200000.0,4200000.0,OK,
5,KRT/PB/2601-0156,9887,10368,FL023,SOFA L MODERN CALYA HITAM/ABU 221,FL023,SOFA L MODERN CALYA HITAM/ABU 221,,1.0,1.0,3800000.0,3800000.0,OK,
5,KRT/PB/2601-0157,9888,10950,OP304,SOFA 211 SEATER PROCELLA BALLERINA BLUDRU+MEJA,OP304,SOFA 211 SEATER PROCELLA BALLERINA BLUDRU+MEJA,,1.0,1.0,4200000.0,4200000.0,OK,
5,KRT/PB/2601-0164,9889,10902,OP293,BED LINEN SET PROCELLA  SOFTWEAVE LUX 160  T35,OP293,BED LINEN SET PROCELLA  SOFTWEAVE LUX 160  T35,,12.0,12.0,1980000.0,1980000.0,OK,
5,KRT/PB/2601-0164,9890,10903,OP294,BED LINEN SET PROCELLA SOFTWEAVE LUX 180 T35,OP294,BED LINEN SET PROCELLA SOFTWEAVE LUX 180 T35,,12.0,12.0,2100000.0,2100000.0,OK,
5,KRT/PB/2601-0164,9891,11534,OP361,BED LINEN SET PROCELLA SOFTWEAVE LUX 200 T35,OP361,BED LINEN SET PROCELLA SOFTWEAVE LUX 200 T35,,9.0,9.0,1710000.0,1710000.0,OK,
5,KRT/PB/2601-0164,9892,11535,OP362,BED LINEN SET PROCELLA SOFTWEAVE LUX 120 T35,OP362,BED LINEN SET PROCELLA SOFTWEAVE LUX 120 T35,,8.0,8.0,1120000.0,1120000.0,OK,
5,KRT/PB/2601-0165,9893,11535,OP362,BED LINEN SET PROCELLA SOFTWEAVE LUX 120 T35,OP362,BED LINEN SET PROCELLA SOFTWEAVE LUX 120 T35,,12.0,12.0,1680000.0,1680000.0,OK,
5,KRT/PB/2601-0165,9894,10902,OP293,BED LINEN SET PROCELLA  SOFTWEAVE LUX 160  T35,OP293,BED LINEN SET PROCELLA  SOFTWEAVE LUX 160  T35,,10.0,10.0,1650000.0,1650000.0,OK,
5,KRT/PB/2601-0165,9895,10903,OP294,BED LINEN SET PROCELLA SOFTWEAVE LUX 180 T35,OP294,BED LINEN SET PROCELLA SOFTWEAVE LUX 180 T35,,11.0,11.0,1925000.0,1925000.0,OK,
5,KRT/PB/2601-0165,9896,11534,OP361,BED LINEN SET PROCELLA SOFTWEAVE LUX 200 T35,OP361,BED LINEN SET PROCELLA SOFTWEAVE LUX 200 T35,,11.0,11.0,2090000.0,2090000.0,OK,
5,KRT/PB/2601-0247,9897,11584,LP071,LED STRIP RGB-48D,LP071,LED STRIP RGB-48D,,10.0,10.0,3630760.0,3630760.0,OK,
5,KRT/PB/2601-0247,9898,11585,LP072,LED STRIP 3 ROW BLUE,LP072,LED STRIP 3 ROW BLUE,,5.0,5.0,3915045.0,3915045.0,OK,
5,KRT/PB/2601-0250,9899,11586,KC262,PIRING 634,KC262,PIRING 634,,360.0,360.0,5699998.8,5699998.8,OK,
5,KRT/PB/2601-0253,9900,8675,PG028,VANIA PACK 12.000ML PTH TRANS PINGUIN,PG028,VANIA PACK 12.000ML PTH TRANS PINGUIN,,16.0,16.0,3367831.04,3367831.04,OK,
5,KRT/PB/2601-0289,9901,6816,SG045,SPANDEX GALVALUM 035X4M,SG045,SPANDEX GALVALUM 035X4M,,1000.0,1000.0,98400000.0,98400000.0,OK,
5,KRT/PB/2601-0289,9902,3974,BS059,HOLLOW BAJA RINGAN 4X4X0.3,BS059,HOLLOW BAJA RINGAN 4X4X0.3,,600.0,600.0,8520000.0,8520000.0,OK,
5,KRT/PB/2601-0270-02,9903,4199,TP009,TERPAL 3X4 A5,TP009,TERPAL 3X4 A5,,100.0,100.0,4680000.0,4680000.0,OK,
5,KRT/PB/2601-0153,9904,122,SM001,SEMEN CONCH,SM001,SEMEN CONCH,,600.0,600.0,36900000.0,36900000.0,OK,
5,KRT/PB/2601-0170,9905,122,SM001,SEMEN CONCH,SM001,SEMEN CONCH,,200.0,200.0,12300000.0,12300000.0,OK,
5,KRT/PB/2601-0249,9906,8364,CP444,EMBER TC20,CP444,EMBER TC20,,300.0,300.0,2550000.0,2550000.0,OK,
5,KRT/PB/2601-0248-01,9907,8364,CP444,EMBER TC20,CP444,EMBER TC20,,800.0,800.0,6800000.0,6800000.0,OK,
5,KRT/PB/2601-0248-01,9908,2955,CP061,EMBER TC24,CP061,EMBER TC24,,350.0,350.0,3675000.0,3675000.0,OK,
5,KRT/PB/2601-0248-01,9909,5429,CP237,EMBER TC18,CP237,EMBER TC18,,800.0,800.0,5320000.0,5320000.0,OK,
5,KRT/PB/2601-0272,9910,11624,KR324,HYATTSTONE GREY 50X50,KR324,HYATTSTONE GREY 50X50,,480.0,480.0,26640000.0,26640000.0,OK,
5,KRT/PB/2601-0272,9911,9787,KR154,HARUKA BLUE 50X50,KR154,HARUKA BLUE 50X50,,640.0,640.0,33280000.0,33280000.0,OK,
5,KRT/PB/2601-0272,9912,4642,OPK,ONGKOS PETI KERAMIK,OPK,ONGKOS PETI KERAMIK,,14.0,14.0,0.0,0.0,OK,
5,KRT/PB/2601-0276,9913,69,TX094,TRIPLEX 9MM SANGON,TX094,TRIPLEX 9MM SANGON,,600.0,600.0,51600000.0,51600000.0,OK,
5,KRT/PB/2601-0290,9914,5498,SG012,SPANDEX BIRU 020X4M,SG012,SPANDEX BIRU 020X4M,,500.0,500.0,32000000.0,32000000.0,OK,
5,KRT/PB/2601-0291,9915,4804,BS094,CANAL C 75/75 TEBAL,BS094,CANAL C 75/75 TEBAL,,1000.0,1000.0,70800000.0,70800000.0,OK,
5,KRT/PB/2601-0291,9916,3974,BS059,HOLLOW BAJA RINGAN 4X4X0.3,BS059,HOLLOW BAJA RINGAN 4X4X0.3,,600.0,600.0,8520000.0,8520000.0,OK,
5,KRT/PB/2601-0273-02,9917,5494,KR101,MILESTONE GREY 40X40,KR101,MILESTONE GREY 40X40,,696.0,696.0,38976000.0,38976000.0,OK,
5,KRT/PB/2601-0273-02,9918,6362,KR279,GEMSTONE BLACK 40X40,KR279,GEMSTONE BLACK 40X40,,651.0,651.0,36456000.0,36456000.0,OK,
5,KRT/PB/2601-0273-02,9919,9846,KR167,CORALSTONE GREY 40x40,KR167,CORALSTONE GREY 40x40,,680.0,680.0,38080000.0,38080000.0,OK,
5,KRT/PB/2601-0273-02,9920,4642,OPK,ONGKOS PETI KERAMIK,OPK,ONGKOS PETI KERAMIK,,26.0,26.0,0.0,0.0,OK,
5,KRT/PB/2601-0166,9921,11535,OP362,BED LINEN SET PROCELLA SOFTWEAVE LUX 120 T35,OP362,BED LINEN SET PROCELLA SOFTWEAVE LUX 120 T35,,6.0,6.0,840000.0,840000.0,OK,
5,KRT/PB/2601-0166,9922,10903,OP294,BED LINEN SET PROCELLA SOFTWEAVE LUX 180 T35,OP294,BED LINEN SET PROCELLA SOFTWEAVE LUX 180 T35,,6.0,6.0,1050000.0,1050000.0,OK,
5,KRT/PB/2601-0166,9923,11534,OP361,BED LINEN SET PROCELLA SOFTWEAVE LUX 200 T35,OP361,BED LINEN SET PROCELLA SOFTWEAVE LUX 200 T35,,5.0,5.0,950000.0,950000.0,OK,
5,KRT/PB/2601-0166,9924,10903,OP294,BED LINEN SET PROCELLA SOFTWEAVE LUX 180 T35,OP294,BED LINEN SET PROCELLA SOFTWEAVE LUX 180 T35,,6.0,6.0,990000.0,990000.0,OK,
5,KRT/PB/2601-0166,9925,11534,OP361,BED LINEN SET PROCELLA SOFTWEAVE LUX 200 T35,OP361,BED LINEN SET PROCELLA SOFTWEAVE LUX 200 T35,,6.0,6.0,1050000.0,1050000.0,OK,
5,KRT/PB/2601-0166,9926,10902,OP293,BED LINEN SET PROCELLA  SOFTWEAVE LUX 160  T35,OP293,BED LINEN SET PROCELLA  SOFTWEAVE LUX 160  T35,,6.0,6.0,990000.0,990000.0,OK,
5,KRT/PB/2601-0166,9927,10902,OP293,BED LINEN SET PROCELLA  SOFTWEAVE LUX 160  T35,OP293,BED LINEN SET PROCELLA  SOFTWEAVE LUX 160  T35,,6.0,6.0,840000.0,840000.0,OK,
5,KRT/PB/2601-0171,9928,122,SM001,SEMEN CONCH,SM001,SEMEN CONCH,,400.0,400.0,24600000.0,24600000.0,OK,
5,KRT/PB/2601-0177-01,9929,10499,OP254,MATRAS SPRING BED OLYMPIC SILVER MINERVA23 160X200,OP254,MATRAS SPRING BED OLYMPIC SILVER MINERVA23 160X200,,1.0,1.0,2028000.0,2028000.0,OK,
5,KRT/PB/2601-0222,9930,11102,OP313,MATRAS SPRING BED OLYMPIC SILVER MAIA23 160X200,OP313,MATRAS SPRING BED OLYMPIC SILVER MAIA23 160X200,,5.0,5.0,11775000.0,11775000.0,OK,
5,KRT/PB/2601-0222,9931,11103,OP314,MATRAS SPRING BED OLYMPIC SILVER MAIA23 180X200,OP314,MATRAS SPRING BED OLYMPIC SILVER MAIA23 180X200,,5.0,5.0,13045000.0,13045000.0,OK,
5,KRT/PB/2601-0223,9932,10429,OP239,BED SET OLYMPIC GOLD HEMERA 23 160X200,OP239,BED SET OLYMPIC GOLD HEMERA 23 160X200,,2.0,2.0,9858000.0,9858000.0,OK,
5,KRT/PB/2601-0225,9933,6442,OP015,KASUR BUSA OLYMPIC DELUXE THERA LIST 120X200X20,OP015,KASUR BUSA OLYMPIC DELUXE THERA LIST 120X200X20,,10.0,10.0,6850000.0,6850000.0,OK,
5,KRT/PB/2601-0292,9934,5500,SG014,SPANDEX MARON 020X4M,SG014,SPANDEX MARON 020X4M,,500.0,500.0,32000000.0,32000000.0,OK,
5,KRT/PB/2601-0292,9935,3974,BS059,HOLLOW BAJA RINGAN 4X4X0.3,BS059,HOLLOW BAJA RINGAN 4X4X0.3,,600.0,600.0,8520000.0,8520000.0,OK,
5,KRT/PB/2601-0292,9936,10188,SG087,SPANDEX MARON 030X3M,SG087,SPANDEX MARON 030X3M,,250.0,250.0,16200000.0,16200000.0,OK,
5,KRT/PB/2601-0294,9937,11599,KR319,FILLEA GOLD 60X120,KR319,FILLEA GOLD 60X120,,320.0,320.0,54236480.0,54236480.0,OK,
5,KRT/PB/2601-0294,9938,11600,KR320,PEARL BLACK 60X120,KR320,PEARL BLACK 60X120,,128.0,128.0,24622848.0,24622848.0,OK,
5,KRT/PB/2601-0294,9939,11601,KR321,CALYTA GOLD 60X60,KR321,CALYTA GOLD 60X60,,320.0,320.0,41410560.0,41410560.0,OK,
5,KRT/PB/2601-0294,9940,11602,KR322,INZIO BIANCO 60X60,KR322,INZIO BIANCO 60X60,,200.0,200.0,26739600.0,26739600.0,OK,
5,KRT/PB/2601-0294,9941,11603,KR323,HEATHER BLACK GOLD 60X60,KR323,HEATHER BLACK GOLD 60X60,,280.0,280.0,45442880.0,45442880.0,OK,
5,KRT/PB/2601-0185,9942,122,SM001,SEMEN CONCH,SM001,SEMEN CONCH,,400.0,400.0,24600000.0,24600000.0,OK,
5,KRT/PB/2601-0306,9943,11625,KR325,HANEDA BLACK 50X50,KR325,HANEDA BLACK 50X50,,480.0,480.0,26640000.0,26640000.0,OK,
5,KRT/PB/2601-0186,9944,257,AV004,"AVIAN 0,9L",AV004,"AVIAN 0,9L",,72.0,72.0,6177600.0,5714280.0,OK,
5,KRT/PB/2601-0189,9945,4519,AV061,SUZUKA 200CC METALIC,AV061,SUZUKA 200CC METALIC,,12.0,12.0,422400.0,390720.0,OK,
5,KRT/PB/2601-0190,9946,4519,AV061,SUZUKA 200CC METALIC,AV061,SUZUKA 200CC METALIC,,42.0,42.0,1478400.0,1367520.0,OK,
5,KRT/PB/2601-0190,9947,336,AV097,PILOX SUZUKA 300CC,AV097,PILOX SUZUKA 300CC,,42.0,42.0,1323000.0,1223775.0,OK,
5,KRT/PB/2601-0191,9948,6343,AV113,AVITEX GOLD 25KG,AV113,AVITEX GOLD 25KG,,3.0,3.0,2928900.0,2709232.5,OK,
5,KRT/PB/2601-0192,9949,325,AV066,PLITUR BOYO 1L,AV066,PLITUR BOYO 1L,,48.0,48.0,4200000.0,3885000.0,OK,
5,KRT/PB/2601-0193,9950,257,AV004,"AVIAN 0,9L",AV004,"AVIAN 0,9L",,24.0,24.0,2059200.0,1904760.0,OK,
5,KRT/PB/2601-0193,9951,325,AV066,PLITUR BOYO 1L,AV066,PLITUR BOYO 1L,,24.0,24.0,2100000.0,1942500.0,OK,
5,KRT/PB/2601-0194,9952,257,AV004,"AVIAN 0,9L",AV004,"AVIAN 0,9L",,30.0,30.0,2574000.0,2380950.0,OK,
5,KRT/PB/2601-0195,9953,8748,AV160,AVIAN CLING 0.86L,AV160,AVIAN CLING 0.86L,,24.0,24.0,1651200.0,1527360.0,OK,
5,KRT/PB/2601-0196,9954,5130,NP080,VINILEX CEILING WHITE 001 5KG,NP080,VINILEX CEILING WHITE 001 5KG,,4.0,4.0,569800.0,569800.0,OK,
5,KRT/PB/2601-0197,9955,5993,NP137,KOMILEX GOLD PASTEL BASE 4.5KG,NP137,KOMILEX GOLD PASTEL BASE 4.5KG,,12.0,12.0,830268.0,830268.0,OK,
5,KRT/PB/2601-0197,9956,10373,NP259,EPOXYGUARD EG007 ALABASTER (3CSET)-LANTAI 0.9L,NP259,EPOXYGUARD EG007 ALABASTER (3CSET)-LANTAI 0.9L,,9.0,9.0,1205982.0,1205982.0,OK,
5,KRT/PB/2601-0198,9957,4127,NP026,PLATONE 8000 ACCENT BASE 2.25L,NP026,PLATONE 8000 ACCENT BASE 2.25L,,4.0,4.0,544656.0,544656.0,OK,
5,KRT/PB/2601-0199,9958,4127,NP026,PLATONE 8000 ACCENT BASE 2.25L,NP026,PLATONE 8000 ACCENT BASE 2.25L,,20.0,20.0,2723280.0,2723280.0,OK,
5,KRT/PB/2601-0200,9959,4127,NP026,PLATONE 8000 ACCENT BASE 2.25L,NP026,PLATONE 8000 ACCENT BASE 2.25L,,12.0,12.0,1756176.0,1756176.0,OK,
5,KRT/PB/2601-0201,9960,4127,NP026,PLATONE 8000 ACCENT BASE 2.25L,NP026,PLATONE 8000 ACCENT BASE 2.25L,,12.0,12.0,1756176.0,1756176.0,OK,
5,KRT/PB/2601-0202,9961,337,NP140,PILOX NIPPON,NP140,PILOX NIPPON,,96.0,96.0,2643552.0,2643552.0,OK,
5,KRT/PB/2601-0203,9962,6351,NP119,ELASTEX WATERPROOF READY MIXED 1KG,NP119,ELASTEX WATERPROOF READY MIXED 1KG,,9.0,9.0,446292.0,446292.0,OK,
5,KRT/PB/2601-0204,9963,4262,NP074,VINILEX TINT BASE 1.3KG,NP074,VINILEX TINT BASE 1.3KG,,24.0,24.0,1337208.0,1337208.0,OK,
5,KRT/PB/2601-0205,9964,5758,NP145,RP7 150G (211 ML),NP145,RP7 150G (211 ML),,12.0,12.0,368220.0,368220.0,OK,
5,KRT/PB/2601-0205,9965,8368,NP218,ROLLER MINI BASIC 4 INCH REFILL,NP218,ROLLER MINI BASIC 4 INCH REFILL,,240.0,240.0,636240.0,636240.0,OK,
5,KRT/PB/2601-0206,9966,273,NP007,NIPPON CLEAR 1200 1 KG,NP007,NIPPON CLEAR 1200 1 KG,,96.0,96.0,5986848.0,5986848.0,OK,
5,KRT/PB/2601-0207,9967,5216,NP120,ELASTEX WATERPROOF READY MIX 4KG,NP120,ELASTEX WATERPROOF READY MIX 4KG,,8.0,8.0,1617696.0,1617696.0,OK,
5,KRT/PB/2601-0208,9968,5216,NP120,ELASTEX WATERPROOF READY MIX 4KG,NP120,ELASTEX WATERPROOF READY MIX 4KG,,4.0,4.0,808848.0,808848.0,OK,
5,KRT/PB/2601-0209,9969,5216,NP120,ELASTEX WATERPROOF READY MIX 4KG,NP120,ELASTEX WATERPROOF READY MIX 4KG,,4.0,4.0,808848.0,808848.0,OK,
5,KRT/PB/2601-0210,9970,4258,NP112,ELASTEX PASTEL BASE 4KG,NP112,ELASTEX PASTEL BASE 4KG,,20.0,20.0,3656180.0,3656180.0,OK,
5,KRT/PB/2601-0211,9971,5018,NP189,MATEX LINEN WHITE 20KG,NP189,MATEX LINEN WHITE 20KG,,4.0,4.0,1956332.0,1956332.0,OK,
5,KRT/PB/2601-0212,9972,4157,NP114,PLATONE 8000 0.9L,NP114,PLATONE 8000 0.9L,,80.0,80.0,4975920.0,4975920.0,OK,
5,KRT/PB/2601-0212,9973,9920,NP243,PLATONE 8000 0.2L,NP243,PLATONE 8000 0.2L,,12.0,12.0,196320.0,196320.0,OK,
5,KRT/PB/2601-0213,9974,5995,NP138,KOMILEX GOLD DEEP BASE 4.5KG,NP138,KOMILEX GOLD DEEP BASE 4.5KG,,12.0,12.0,767040.0,767040.0,OK,
5,KRT/PB/2601-0214,9975,4170,NP083,VINILEX DEEP BASE 5KG,NP083,VINILEX DEEP BASE 5KG,,1.0,1.0,132349.0,132349.0,OK,
5,KRT/PB/2601-0215,9976,4157,NP114,PLATONE 8000 0.9L,NP114,PLATONE 8000 0.9L,,24.0,24.0,1492776.0,1492776.0,OK,
5,KRT/PB/2601-0215,9977,9920,NP243,PLATONE 8000 0.2L,NP243,PLATONE 8000 0.2L,,24.0,24.0,392640.0,392640.0,OK,
5,KRT/PB/2601-0216,9978,122,SM001,SEMEN CONCH,SM001,SEMEN CONCH,,200.0,200.0,12300000.0,12300000.0,OK,
5,KRT/PB/2601-0224,9979,11102,OP313,MATRAS SPRING BED OLYMPIC SILVER MAIA23 160X200,OP313,MATRAS SPRING BED OLYMPIC SILVER MAIA23 160X200,,4.0,4.0,9420000.0,9420000.0,OK,
5,KRT/PB/2601-0224,9980,11103,OP314,MATRAS SPRING BED OLYMPIC SILVER MAIA23 180X200,OP314,MATRAS SPRING BED OLYMPIC SILVER MAIA23 180X200,,2.0,2.0,5218000.0,5218000.0,OK,
5,KRT/PB/2601-0234,9981,11103,OP314,MATRAS SPRING BED OLYMPIC SILVER MAIA23 180X200,OP314,MATRAS SPRING BED OLYMPIC SILVER MAIA23 180X200,,2.0,2.0,5218000.0,5218000.0,OK,
5,KRT/PB/2601-0235,9982,10724,OP270,BED SET PROCELLA PEDIC PROPEDIC24 180X200,OP270,BED SET PROCELLA PEDIC PROPEDIC24 180X200,,1.0,1.0,5884000.0,5884000.0,OK,
5,KRT/PB/2601-0217,9983,122,SM001,SEMEN CONCH,SM001,SEMEN CONCH,,200.0,200.0,12300000.0,12300000.0,OK,
5,KRT/PB/2601-0233,9984,11102,OP313,MATRAS SPRING BED OLYMPIC SILVER MAIA23 160X200,OP313,MATRAS SPRING BED OLYMPIC SILVER MAIA23 160X200,,1.0,1.0,2355000.0,2355000.0,OK,
5,KRT/PB/2602-0005,10328,5661,DT023,DAT TROLLEY SPEAKER DT 1535,DT023,DAT TROLLEY SPEAKER DT 1535,,6.0,6.0,11400000.0,11400000.0,OK,
5,KRT/PB/2602-0005,10329,8047,DT033,DAT TROLLEY SPEAKER  DT 1220 ST,DT033,DAT TROLLEY SPEAKER  DT 1220 ST,,8.0,8.0,9200000.0,9200000.0,OK,
5,KRT/PB/2602-0005,10330,8052,DT038,DAT TROLLEY SPEAKER DT 1511 2 MIC,DT038,DAT TROLLEY SPEAKER DT 1511 2 MIC,,6.0,6.0,9900000.0,9900000.0,OK,
5,KRT/PB/2602-0005,10331,8759,DT048,DAT TROLLEY SPEAKER DT 1501,DT048,DAT TROLLEY SPEAKER DT 1501,,2.0,2.0,3700000.0,3700000.0,OK,
5,KRT/PB/2602-0005,10332,8659,DT047,DAT TROLLEY SPEAKER DT 1822,DT047,DAT TROLLEY SPEAKER DT 1822,,4.0,4.0,12000000.0,12000000.0,OK,
5,KRT/PB/2602-0005,10333,10942,DT079,DAT TROLLEY DT-1550,DT079,DAT TROLLEY DT-1550,,1.0,1.0,2125000.0,2125000.0,OK,
5,KRT/PB/2602-0005,10334,9176,DT050,DAT TROLLEY SPEAKER DT 1520,DT050,DAT TROLLEY SPEAKER DT 1520,,6.0,6.0,9600000.0,9600000.0,OK,
5,KRT/PB/2602-0005,10335,8051,DT037,DAT TROLLEY SPEAKER DT 1507 ECO,DT037,DAT TROLLEY SPEAKER DT 1507 ECO,,5.0,5.0,7000000.0,7000000.0,OK,
5,KRT/PB/2602-0005,10336,5407,DT014,DAT AMPLY 303,DT014,DAT AMPLY 303,,4.0,4.0,4100000.0,4100000.0,OK,
5,KRT/PB/2602-0005,10337,5408,DT015,DAT AMPLY 313,DT015,DAT AMPLY 313,,4.0,4.0,4300000.0,4300000.0,OK,
5,KRT/PB/2602-0005,10338,11569,DT075,DAT TROLLEY DT 1509 ZOOM,DT075,DAT TROLLEY DT 1509 ZOOM,,6.0,6.0,9600000.0,9600000.0,OK,
5,KRT/PB/2602-0005,10339,11570,DT089,DAT TROLLEY DT 1260 ECO,DT089,DAT TROLLEY DT 1260 ECO,,2.0,2.0,2300000.0,2300000.0,OK,
5,KRT/PB/2602-0005,10340,11571,DT090,DAT TROLLEY DT 1506 ECO,DT090,DAT TROLLEY DT 1506 ECO,,5.0,5.0,7250000.0,7250000.0,OK,
5,KRT/PB/2602-0005,10341,11572,DT091,DAT SPEAKER DV 152,DT091,DAT SPEAKER DV 152,,2.0,2.0,12600000.0,12600000.0,OK,
5,KRT/PB/2602-0005,10342,11573,DT092,DAT SPEAKERR DW 122,DT092,DAT SPEAKERR DW 122,,3.0,3.0,11700000.0,11700000.0,OK,
5,KRT/PB/2602-0002,10343,358,KR001,MURANO PUTIH 40X40,KR001,MURANO PUTIH 40X40,,816.0,816.0,28560000.0,28560000.0,OK,
5,KRT/PB/2602-0063-01,10344,8172,OP047,BANTAL PROCCELA DACRON,OP047,BANTAL PROCCELA DACRON,,500.0,500.0,17500000.0,17500000.0,OK,
5,KRT/PB/2602-0063-01,10345,8171,OP046,GULING PROCELLA DACRON,OP046,GULING PROCELLA DACRON,,500.0,500.0,17500000.0,17500000.0,OK,
5,KRT/PB/2602-0149,10346,2589,CB277,"GRENDEL HITAM 2""",CB277,"GRENDEL HITAM 2""",,120.0,120.0,2640000.0,2640000.0,OK,
5,KRT/PB/2602-0152-01,10347,11718,SV032,"BULU KUAS ROLL BIRU 4"" SAVIC",SV032,"BULU KUAS ROLL BIRU 4"" SAVIC",,2000.0,2000.0,2400000.0,2400000.0,OK,
5,KRT/PB/2602-0166,10348,10685,TRA479,TORA ABRASIVE CUTTING WHEEL WA60SBFT41 105X1.2X16MM,TRA479,TORA ABRASIVE CUTTING WHEEL WA60SBFT41 105X1.2X16MM,,20000.0,20000.0,37000000.0,37000000.0,OK,
5,KRT/PB/2602-0166,10349,9615,TRA398,TORA SELF DRILLING SCREW 12X50 YELLOW ZINC PLATING,TRA398,TORA SELF DRILLING SCREW 12X50 YELLOW ZINC PLATING,,300.0,300.0,26250000.0,24937500.0,OK,
5,KRT/PB/2602-0166,10350,7785,TRA283,TORA SELF DRILLING SCREW 12X20 YE,TRA283,TORA SELF DRILLING SCREW 12X20 YE,,180.0,180.0,20520000.0,19494000.0,OK,
5,KRT/PB/2602-0166,10351,7786,TRA284,TORA SELF DRILLING SCREW 12X70 YE,TRA284,TORA SELF DRILLING SCREW 12X70 YE,,90.0,90.0,6480000.0,6156000.0,OK,
5,KRT/PB/2602-0166,10352,7785,TRA283,TORA SELF DRILLING SCREW 12X20 YE,TRA283,TORA SELF DRILLING SCREW 12X20 YE,,120.0,120.0,13680000.0,12996000.0,OK,
5,KRT/PB/2602-0167,10353,11593,TRA589,"TORA DOUBLE EXTRA SLIM TAPER 5""",TRA589,"TORA DOUBLE EXTRA SLIM TAPER 5""",,720.0,720.0,6048000.0,6048000.0,OK,
5,KRT/PB/2602-0167,10354,10864,TRA504,TORA WELDING MACHINE INVERTER MMA 140,TRA504,TORA WELDING MACHINE INVERTER MMA 140,,10.0,10.0,6400000.0,6400000.0,OK,
5,KRT/PB/2602-0008,10368,9824,OP172,MEJA RIAS BESI OLYMSTEL OMR 001,OP172,MEJA RIAS BESI OLYMSTEL OMR 001,,2.0,2.0,2770000.0,2770000.0,OK,
5,KRT/PB/2602-0103-01,10369,11628,CP072,TIKAR MERCY,CP072,TIKAR MERCY,,200.0,200.0,4800000.0,4800000.0,OK,
5,KRT/PB/2602-0103-01,10370,4609,ST131,RAK PIRING BESI,ST131,RAK PIRING BESI,,36.0,36.0,3060000.0,3060000.0,OK,
5,KRT/PB/2602-0103-01,10371,11631,ST416,RAK MAGIC COM,ST416,RAK MAGIC COM,,9.0,9.0,810000.0,810000.0,OK,
5,KRT/PB/2602-0103-01,10372,11630,CP074,SAPU IJUK JAHIT + GAGANG,CP074,SAPU IJUK JAHIT + GAGANG,,50.0,50.0,7875000.0,7875000.0,OK,
5,KRT/PB/2602-0004,10373,8851,AV065,AVIAN CAT LAPANGAN 5KG,AV065,AVIAN CAT LAPANGAN 5KG,,8.0,8.0,2333600.0,1748333.12,OK,
5,KRT/PB/2602-0004,10374,2951,AV021,AVITEX GENTENG BASE C 5KG,AV021,AVITEX GENTENG BASE C 5KG,,8.0,8.0,1667200.0,1458800.0,OK,
5,KRT/PB/2602-0007,10375,6529,SM007,SEMEN TONASA,SM007,SEMEN TONASA,,200.0,200.0,13300000.0,13300000.0,OK,
5,KRT/PB/2602-0022,10376,10910,FL032,SOFA IMPORT MANGGIS 211 + PUFF,FL032,SOFA IMPORT MANGGIS 211 + PUFF,,1.0,1.0,4100000.0,4100000.0,OK,
5,KRT/PB/2602-0022,10377,10181,FL020,SOFA SUDUT TURKY HITAM+ MJ KAIN,FL020,SOFA SUDUT TURKY HITAM+ MJ KAIN,,1.0,1.0,4200000.0,4200000.0,OK,
