staging_nota,status,real_nota,cabang,tanggal
KRT/AN/2604-1286,seq_in_nobukti,KRT/SYS/2604-1286,5,2026-04-06
KRT/PA/2604-0550,seq_in_nobukti,CSB/Wl/2604-0550,2,2026-05-01
KRT/PA/2604-0550,seq_in_nobukti,KRT/AZ/2604-0550,5,2026-05-01
KRT/PA/2604-0550,seq_in_nobukti,CSB/FZ/2604-0550,2,2026-04-30
KRT/PA/2604-0550,seq_in_nobukti,CSB/IN/2604-0550,2,2026-04-30
KRT/PA/2604-0550,seq_in_nobukti,KRT/PRI/2604-0550,5,2026-04-29
KRT/PA/2604-0550,seq_in_nobukti,KRT/BR/2604-0550,5,2026-04-29
KRT/PA/2604-0550,seq_in_nobukti,MDR/ARV/2604-0550,4,2026-04-29
KRT/PA/2604-0550,seq_in_nobukti,MDR/OC/2604-0550,4,2026-04-26
KRT/PA/2604-0550,seq_in_nobukti,MDR/RA/2604-0550,4,2026-04-25
KRT/PA/2604-0550,seq_in_nobukti,SB/V2/2604-0550,1,2026-04-16
KRT/PA/2604-0550,seq_in_nobukti,SB/WS/2604-0550,1,2026-04-16
KRT/PA/2604-0550,seq_in_nobukti,CSB/SYS/2604-0550,2,2026-01-04
KRT/PA/2604-0550,seq_in_nobukti,KRT/SYS/2604-0550,5,2026-04-03
KRT/WA/2604-1552,seq_in_nobukti,CSB/SYS/2604-1552,2,2026-01-10
KRT/WA/2604-1552,seq_in_nobukti,KRT/SYS/2604-1552,5,2026-04-07
KRT/AN/2604-1186,seq_in_nobukti,CSB/SYS/2604-1186,2,2026-01-08
KRT/AN/2604-1186,seq_in_nobukti,KRT/SYS/2604-1186,5,2026-04-06
KRT/AN/2604-1357,seq_in_nobukti,CSB/SYS/2604-1357,2,2026-01-09
KRT/AN/2604-1357,seq_in_nobukti,KRT/SYS/2604-1357,5,2026-04-07
KRT/PA/2602-2111,seq_in_nobukti,KRT/SYS/2602-2111,5,2026-01-19
KRT/PA/2602-2111,seq_in_nobukti,MDR/SYS/2602-2111,4,2026-01-27
KRT/AN/2604-0818,seq_in_nobukti,SB/WS/2604-0818,1,2026-04-26
KRT/AN/2604-0818,seq_in_nobukti,SB/V2/2604-0818,1,2026-04-23
KRT/AN/2604-0818,seq_in_nobukti,CSB/SYS/2604-0818,2,2026-01-06
KRT/AN/2604-0818,seq_in_nobukti,KRT/SYS/2604-0818,5,2026-04-04
KRT/VA/2604-0045,seq_in_nobukti,KRT/VI/2604-0045,5,2026-04-30
KRT/VA/2604-0045,seq_in_nobukti,MDR/FJ/2604-0045,4,2026-04-28
KRT/VA/2604-0045,seq_in_nobukti,KRT/PRI/2604-0045,5,2026-04-23
KRT/VA/2604-0045,seq_in_nobukti,KRT/AZ/2604-0045,5,2026-04-22
KRT/VA/2604-0045,seq_in_nobukti,KRT/BR/2604-0045,5,2026-04-22
KRT/VA/2604-0045,seq_in_nobukti,CSB/UW/2604-0045,2,2026-04-19
KRT/VA/2604-0045,seq_in_nobukti,CSB/ND/2604-0045,2,2026-04-17
KRT/VA/2604-0045,seq_in_nobukti,CSB/IN/2604-0045,2,2026-04-16
KRT/VA/2604-0045,seq_in_nobukti,CSB/Ma/2604-0045,2,2026-04-15
KRT/VA/2604-0045,seq_in_nobukti,CSB/Wl/2604-0045,2,2026-04-15
KRT/VA/2604-0045,seq_in_nobukti,CSB/FZ/2604-0045,2,2026-04-14
KRT/VA/2604-0045,seq_in_nobukti,CSB/SYS/2604-0045,2,2026-01-02
KRT/VA/2604-0045,seq_in_nobukti,SB/PT/2604-0045,1,2026-04-08
KRT/VA/2604-0045,seq_in_nobukti,MDR/RA/2604-0045,4,2026-04-03
KRT/VA/2604-0045,seq_in_nobukti,MDR/OC/2604-0045,4,2026-04-03
KRT/VA/2604-0045,seq_in_nobukti,MDR/ARV/2604-0045,4,2026-04-03
KRT/VA/2604-0045,seq_in_nobukti,SB/V2/2604-0045,1,2026-04-03
KRT/VA/2604-0045,seq_in_nobukti,SB/WS/2604-0045,1,2026-04-03
KRT/VA/2604-0045,seq_in_nobukti,KRT/SYS/2604-0045,5,2026-04-01
KRT/PA/2604-0983,seq_in_nobukti,SB/WS/2604-0983,1,2026-04-30
KRT/PA/2604-0983,seq_in_nobukti,SB/V2/2604-0983,1,2026-04-27
KRT/PA/2604-0983,seq_in_nobukti,CSB/SYS/2604-0983,2,2026-01-07
KRT/PA/2604-0983,seq_in_nobukti,KRT/SYS/2604-0983,5,2026-04-05
KRT/AN/2601-1606,seq_in_nobukti,SB/FR/2601-1606,1,2026-01-20
KRT/WA/2601-0248,seq_in_nobukti,SB/NI/2601-0248,1,2026-01-30
KRT/WA/2601-0248,seq_in_nobukti,SB/WS/2601-0248,1,2026-01-26
KRT/WA/2601-0248,seq_in_nobukti,SB/FR/2601-0248,1,2026-01-04
KRT/AN/2604-1034,seq_in_nobukti,SB/V2/2604-1034,1,2026-04-28
KRT/AN/2604-1034,seq_in_nobukti,CSB/SYS/2604-1034,2,2026-01-07
KRT/AN/2604-1034,seq_in_nobukti,KRT/SYS/2604-1034,5,2026-04-05
KRT/AN/2604-1138,seq_in_nobukti,SB/V2/2604-1138,1,2026-04-30
KRT/AN/2604-1138,seq_in_nobukti,CSB/SYS/2604-1138,2,2026-01-08
KRT/AN/2604-1138,seq_in_nobukti,KRT/SYS/2604-1138,5,2026-04-06
KRT/AN/2601-0325,seq_in_nobukti,SB/NI/2601-0325,1,2026-01-31
KRT/AN/2601-0325,seq_in_nobukti,SB/WS/2601-0325,1,2026-01-28
KRT/AN/2601-0325,seq_in_nobukti,SB/FR/2601-0325,1,2026-01-05
KRT/VA/2604-0094,seq_in_nobukti,CSB/UW/2604-0094,2,2026-04-30
KRT/VA/2604-0094,seq_in_nobukti,KRT/AZ/2604-0094,5,2026-04-24
KRT/VA/2604-0094,seq_in_nobukti,KRT/PRI/2604-0094,5,2026-04-23
KRT/VA/2604-0094,seq_in_nobukti,KRT/BR/2604-0094,5,2026-04-23
KRT/VA/2604-0094,seq_in_nobukti,CSB/ND/2604-0094,2,2026-04-19
KRT/VA/2604-0094,seq_in_nobukti,CSB/Ma/2604-0094,2,2026-04-18
KRT/VA/2604-0094,seq_in_nobukti,CSB/IN/2604-0094,2,2026-04-17
KRT/VA/2604-0094,seq_in_nobukti,CSB/Wl/2604-0094,2,2026-04-16
KRT/VA/2604-0094,seq_in_nobukti,CSB/FZ/2604-0094,2,2026-04-16
KRT/VA/2604-0094,seq_in_nobukti,SB/PT/2604-0094,1,2026-04-13
KRT/VA/2604-0094,seq_in_nobukti,CSB/SYS/2604-0094,2,2026-01-02
KRT/VA/2604-0094,seq_in_nobukti,MDR/ARV/2604-0094,4,2026-04-07
KRT/VA/2604-0094,seq_in_nobukti,MDR/RA/2604-0094,4,2026-04-05
KRT/VA/2604-0094,seq_in_nobukti,MDR/OC/2604-0094,4,2026-04-05
KRT/VA/2604-0094,seq_in_nobukti,SB/V2/2604-0094,1,2026-04-04
KRT/VA/2604-0094,seq_in_nobukti,SB/WS/2604-0094,1,2026-04-03
KRT/VA/2604-0094,seq_in_nobukti,KRT/SYS/2604-0094,5,2026-04-01
KRT/VA/2604-0072,seq_in_nobukti,CSB/UW/2604-0072,2,2026-04-25
KRT/VA/2604-0072,seq_in_nobukti,KRT/PRI/2604-0072,5,2026-04-23
KRT/VA/2604-0072,seq_in_nobukti,KRT/AZ/2604-0072,5,2026-04-23
KRT/VA/2604-0072,seq_in_nobukti,KRT/BR/2604-0072,5,2026-04-22
KRT/VA/2604-0072,seq_in_nobukti,CSB/ND/2604-0072,2,2026-04-18
KRT/VA/2604-0072,seq_in_nobukti,CSB/Ma/2604-0072,2,2026-04-17
KRT/VA/2604-0072,seq_in_nobukti,CSB/IN/2604-0072,2,2026-04-17
KRT/VA/2604-0072,seq_in_nobukti,CSB/Wl/2604-0072,2,2026-04-16
KRT/VA/2604-0072,seq_in_nobukti,CSB/FZ/2604-0072,2,2026-04-15
KRT/VA/2604-0072,seq_in_nobukti,CSB/SYS/2604-0072,2,2026-01-02
KRT/VA/2604-0072,seq_in_nobukti,SB/PT/2604-0072,1,2026-04-09
KRT/VA/2604-0072,seq_in_nobukti,MDR/ARV/2604-0072,4,2026-04-05
KRT/VA/2604-0072,seq_in_nobukti,MDR/RA/2604-0072,4,2026-04-04
KRT/VA/2604-0072,seq_in_nobukti,MDR/OC/2604-0072,4,2026-04-04
KRT/VA/2604-0072,seq_in_nobukti,SB/V2/2604-0072,1,2026-04-03
KRT/VA/2604-0072,seq_in_nobukti,SB/WS/2604-0072,1,2026-04-03
KRT/VA/2604-0072,seq_in_nobukti,KRT/SYS/2604-0072,5,2026-04-01
KRT/WA/2601-0233,seq_in_nobukti,SB/NI/2601-0233,1,2026-01-28
KRT/WA/2601-0233,seq_in_nobukti,SB/WS/2601-0233,1,2026-01-26
KRT/WA/2601-0233,seq_in_nobukti,SB/FR/2601-0233,1,2026-01-04
KRT/WA/2604-0893,seq_in_nobukti,SB/WS/2604-0893,1,2026-04-28
KRT/WA/2604-0893,seq_in_nobukti,SB/V2/2604-0893,1,2026-04-25
KRT/WA/2604-0893,seq_in_nobukti,CSB/SYS/2604-0893,2,2026-01-06
KRT/WA/2604-0893,seq_in_nobukti,KRT/SYS/2604-0893,5,2026-04-04
KRT/VA/2604-0093,seq_in_nobukti,CSB/UW/2604-0093,2,2026-04-30
KRT/VA/2604-0093,seq_in_nobukti,KRT/AZ/2604-0093,5,2026-04-23
KRT/VA/2604-0093,seq_in_nobukti,KRT/PRI/2604-0093,5,2026-04-23
KRT/VA/2604-0093,seq_in_nobukti,KRT/BR/2604-0093,5,2026-04-23
KRT/VA/2604-0093,seq_in_nobukti,CSB/ND/2604-0093,2,2026-04-19
KRT/VA/2604-0093,seq_in_nobukti,CSB/Ma/2604-0093,2,2026-04-18
KRT/VA/2604-0093,seq_in_nobukti,CSB/IN/2604-0093,2,2026-04-17
KRT/VA/2604-0093,seq_in_nobukti,CSB/Wl/2604-0093,2,2026-04-16
KRT/VA/2604-0093,seq_in_nobukti,CSB/FZ/2604-0093,2,2026-04-16
KRT/VA/2604-0093,seq_in_nobukti,CSB/SYS/2604-0093,2,2026-01-02
KRT/VA/2604-0093,seq_in_nobukti,SB/PT/2604-0093,1,2026-04-12
KRT/VA/2604-0093,seq_in_nobukti,MDR/ARV/2604-0093,4,2026-04-07
KRT/VA/2604-0093,seq_in_nobukti,MDR/RA/2604-0093,4,2026-04-05
KRT/VA/2604-0093,seq_in_nobukti,MDR/OC/2604-0093,4,2026-04-05
KRT/VA/2604-0093,seq_in_nobukti,SB/V2/2604-0093,1,2026-04-04
KRT/VA/2604-0093,seq_in_nobukti,SB/WS/2604-0093,1,2026-04-03
KRT/VA/2604-0093,seq_in_nobukti,KRT/SYS/2604-0093,5,2026-04-01
KRT/PA/2604-0089,seq_in_nobukti,CSB/UW/2604-0089,2,2026-04-30
KRT/PA/2604-0089,seq_in_nobukti,KRT/AZ/2604-0089,5,2026-04-23
KRT/PA/2604-0089,seq_in_nobukti,KRT/PRI/2604-0089,5,2026-04-23
KRT/PA/2604-0089,seq_in_nobukti,KRT/BR/2604-0089,5,2026-04-23
KRT/PA/2604-0089,seq_in_nobukti,CSB/ND/2604-0089,2,2026-04-19
KRT/PA/2604-0089,seq_in_nobukti,CSB/IN/2604-0089,2,2026-04-17
KRT/PA/2604-0089,seq_in_nobukti,CSB/Ma/2604-0089,2,2026-04-17
KRT/PA/2604-0089,seq_in_nobukti,CSB/Wl/2604-0089,2,2026-04-16
KRT/PA/2604-0089,seq_in_nobukti,CSB/FZ/2604-0089,2,2026-04-16
KRT/PA/2604-0089,seq_in_nobukti,CSB/SYS/2604-0089,2,2026-01-02
KRT/PA/2604-0089,seq_in_nobukti,SB/PT/2604-0089,1,2026-04-12
KRT/PA/2604-0089,seq_in_nobukti,MDR/ARV/2604-0089,4,2026-04-06
KRT/PA/2604-0089,seq_in_nobukti,MDR/OC/2604-0089,4,2026-04-05
KRT/PA/2604-0089,seq_in_nobukti,MDR/RA/2604-0089,4,2026-04-04
KRT/PA/2604-0089,seq_in_nobukti,SB/V2/2604-0089,1,2026-04-04
KRT/PA/2604-0089,seq_in_nobukti,SB/WS/2604-0089,1,2026-04-03
KRT/PA/2604-0089,seq_in_nobukti,KRT/SYS/2604-0089,5,2026-04-01
KRT/PA/2604-0235,seq_in_nobukti,CSB/ND/2604-0235,2,2026-04-27
KRT/PA/2604-0235,seq_in_nobukti,KRT/AZ/2604-0235,5,2026-04-26
KRT/PA/2604-0235,seq_in_nobukti,KRT/PRI/2604-0235,5,2026-04-25
KRT/PA/2604-0235,seq_in_nobukti,KRT/BR/2604-0235,5,2026-04-25
KRT/PA/2604-0235,seq_in_nobukti,CSB/Ma/2604-0235,2,2026-04-23
KRT/PA/2604-0235,seq_in_nobukti,SB/PT/2604-0235,1,2026-04-22
KRT/PA/2604-0235,seq_in_nobukti,CSB/IN/2604-0235,2,2026-04-21
KRT/PA/2604-0235,seq_in_nobukti,CSB/Wl/2604-0235,2,2026-04-21
KRT/PA/2604-0235,seq_in_nobukti,CSB/FZ/2604-0235,2,2026-04-20
KRT/PA/2604-0235,seq_in_nobukti,MDR/ARV/2604-0235,4,2026-04-14
KRT/PA/2604-0235,seq_in_nobukti,MDR/OC/2604-0235,4,2026-04-13
KRT/PA/2604-0235,seq_in_nobukti,CSB/SYS/2604-0235,2,2026-01-03
KRT/PA/2604-0235,seq_in_nobukti,MDR/RA/2604-0235,4,2026-04-10
KRT/PA/2604-0235,seq_in_nobukti,SB/WS/2604-0235,1,2026-04-08
KRT/PA/2604-0235,seq_in_nobukti,SB/V2/2604-0235,1,2026-04-07
KRT/PA/2604-0235,seq_in_nobukti,KRT/SYS/2604-0235,5,2026-04-02
KRT/VA/2604-0037,seq_in_nobukti,KRT/VI/2604-0037,5,2026-04-28
KRT/VA/2604-0037,seq_in_nobukti,MDR/FJ/2604-0037,4,2026-04-23
KRT/VA/2604-0037,seq_in_nobukti,KRT/PRI/2604-0037,5,2026-04-22
KRT/VA/2604-0037,seq_in_nobukti,KRT/AZ/2604-0037,5,2026-04-22
KRT/VA/2604-0037,seq_in_nobukti,KRT/BR/2604-0037,5,2026-04-22
KRT/VA/2604-0037,seq_in_nobukti,CSB/UW/2604-0037,2,2026-04-17
KRT/VA/2604-0037,seq_in_nobukti,CSB/ND/2604-0037,2,2026-04-16
KRT/VA/2604-0037,seq_in_nobukti,CSB/IN/2604-0037,2,2026-04-16
KRT/VA/2604-0037,seq_in_nobukti,CSB/Ma/2604-0037,2,2026-04-15
KRT/VA/2604-0037,seq_in_nobukti,CSB/Wl/2604-0037,2,2026-04-15
KRT/VA/2604-0037,seq_in_nobukti,CSB/FZ/2604-0037,2,2026-04-14
KRT/VA/2604-0037,seq_in_nobukti,CSB/SYS/2604-0037,2,2026-01-02
KRT/VA/2604-0037,seq_in_nobukti,SB/PT/2604-0037,1,2026-04-07
KRT/VA/2604-0037,seq_in_nobukti,MDR/RA/2604-0037,4,2026-04-03
KRT/VA/2604-0037,seq_in_nobukti,MDR/OC/2604-0037,4,2026-04-03
KRT/VA/2604-0037,seq_in_nobukti,MDR/ARV/2604-0037,4,2026-04-03
KRT/VA/2604-0037,seq_in_nobukti,SB/WS/2604-0037,1,2026-04-02
KRT/VA/2604-0037,seq_in_nobukti,SB/V2/2604-0037,1,2026-04-02
KRT/VA/2604-0037,seq_in_nobukti,KRT/SYS/2604-0037,5,2026-04-01
